Date,SKU,Product,Country,Region,Actuals
01-10-18,100005,Product D,DE,EU,0
01-07-16,100005,Product D,DE,EU,438
01-09-18,100005,Product D,DE,EU,0
01-12-17,100005,Product D,DE,EU,0
01-11-17,100005,Product D,DE,EU,218
01-09-17,100005,Product D,DE,EU,154
01-04-17,100005,Product D,DE,EU,383
01-09-16,100005,Product D,DE,EU,438
01-02-16,100005,Product D,DE,EU,4
01-11-16,100005,Product D,DE,EU,0
01-11-15,100005,Product D,DE,EU,438
01-06-16,100005,Product D,DE,EU,0
01-04-18,100005,Product D,DE,EU,402
01-06-17,100005,Product D,DE,EU,291
01-12-16,100005,Product D,DE,EU,0
01-08-18,100005,Product D,DE,EU,0
01-07-18,100005,Product D,DE,EU,145
01-02-17,100005,Product D,DE,EU,218
01-10-16,100005,Product D,DE,EU,17
01-05-16,100005,Product D,DE,EU,877
01-04-16,100005,Product D,DE,EU,72
01-08-16,100005,Product D,DE,EU,438
01-05-18,100005,Product D,DE,EU,329
01-03-17,100005,Product D,DE,EU,164
01-03-18,100005,Product D,DE,EU,663
01-07-16,100037,Product Q,DE,EU,4
01-10-16,100037,Product Q,DE,EU,53
01-05-18,100037,Product Q,DE,EU,1117
01-03-18,100037,Product Q,DE,EU,1816
01-06-16,100037,Product Q,DE,EU,4
01-11-16,100037,Product Q,DE,EU,0
01-05-17,100037,Product Q,DE,EU,920
01-02-18,100037,Product Q,DE,EU,759
01-08-18,100037,Product Q,DE,EU,104
01-09-17,100037,Product Q,DE,EU,1262
01-07-18,100037,Product Q,DE,EU,21
01-10-17,100037,Product Q,DE,EU,759
01-08-16,100037,Product Q,DE,EU,17
01-01-17,100037,Product Q,DE,EU,355
01-12-16,100037,Product Q,DE,EU,29
01-02-17,100037,Product Q,DE,EU,466
01-12-17,100037,Product Q,DE,EU,1322
01-09-16,100037,Product Q,DE,EU,0
01-03-17,100037,Product Q,DE,EU,286
01-09-18,100037,Product Q,DE,EU,892
01-07-17,100037,Product Q,DE,EU,607
01-06-17,100037,Product Q,DE,EU,173
01-11-17,100037,Product Q,DE,EU,0
01-04-17,100037,Product Q,DE,EU,552
01-04-18,100037,Product Q,DE,EU,2426
01-10-18,100037,Product Q,DE,EU,21
01-08-17,100037,Product Q,DE,EU,900
01-01-18,100037,Product Q,DE,EU,1367
01-06-18,100037,Product Q,DE,EU,173
01-12-17,100038,Product R,DE,EU,0
01-04-17,100038,Product R,DE,EU,8
01-12-16,100038,Product R,DE,EU,12
01-01-17,100038,Product R,DE,EU,25
01-08-18,100038,Product R,DE,EU,0
01-01-18,100038,Product R,DE,EU,12
01-11-17,100038,Product R,DE,EU,21
01-06-16,100038,Product R,DE,EU,12
01-04-16,100038,Product R,DE,EU,0
01-03-16,100038,Product R,DE,EU,4
01-05-18,100038,Product R,DE,EU,0
01-10-17,100038,Product R,DE,EU,0
01-10-18,100038,Product R,DE,EU,4
01-09-16,100038,Product R,DE,EU,21
01-07-16,100038,Product R,DE,EU,44
01-02-18,100038,Product R,DE,EU,4
01-03-18,100038,Product R,DE,EU,25
01-01-16,100038,Product R,DE,EU,12
01-07-17,100038,Product R,DE,EU,0
01-03-17,100038,Product R,DE,EU,12
01-07-18,100038,Product R,DE,EU,0
01-05-16,100038,Product R,DE,EU,8
01-10-16,100038,Product R,DE,EU,0
01-08-16,100038,Product R,DE,EU,0
01-08-17,100038,Product R,DE,EU,0
01-06-17,100038,Product R,DE,EU,0
01-05-17,100038,Product R,DE,EU,4
01-02-17,100038,Product R,DE,EU,0
01-09-18,100038,Product R,DE,EU,0
01-11-16,100038,Product R,DE,EU,0
01-09-17,100038,Product R,DE,EU,0
01-06-18,100038,Product R,DE,EU,25
01-04-18,100038,Product R,DE,EU,4
01-01-18,100039,Product Q,DE,EU,2261
01-11-17,100039,Product Q,DE,EU,438
01-02-18,100039,Product Q,DE,EU,1271
01-01-17,100039,Product Q,DE,EU,1996
01-10-18,100039,Product Q,DE,EU,462
01-03-18,100039,Product Q,DE,EU,2266
01-12-16,100039,Product Q,DE,EU,4
01-07-17,100039,Product Q,DE,EU,877
01-06-18,100039,Product Q,DE,EU,0
01-11-16,100039,Product Q,DE,EU,0
01-06-17,100039,Product Q,DE,EU,603
01-09-17,100039,Product Q,DE,EU,997
01-04-18,100039,Product Q,DE,EU,1885
01-10-17,100039,Product Q,DE,EU,877
01-03-17,100039,Product Q,DE,EU,383
01-05-17,100039,Product Q,DE,EU,1089
01-08-18,100039,Product Q,DE,EU,0
01-12-17,100039,Product Q,DE,EU,0
01-10-16,100039,Product Q,DE,EU,62
01-08-17,100039,Product Q,DE,EU,53
01-02-17,100039,Product Q,DE,EU,329
01-07-18,100039,Product Q,DE,EU,584
01-05-18,100039,Product Q,DE,EU,877
01-09-18,100039,Product Q,DE,EU,53
01-04-17,100039,Product Q,DE,EU,562
01-08-17,100040,Product P,DK,EU,0
01-09-18,100040,Product P,DK,EU,1166
01-07-18,100040,Product P,DK,EU,575
01-06-18,100040,Product P,DK,EU,823
01-08-18,100040,Product P,DK,EU,909
01-02-18,100040,Product P,DK,EU,607
01-01-18,100040,Product P,DK,EU,781
01-10-17,100040,Product P,DK,EU,530
01-04-18,100040,Product P,DK,EU,768
01-06-17,100040,Product P,DK,EU,0
01-10-18,100040,Product P,DK,EU,772
01-11-17,100040,Product P,DK,EU,808
01-07-17,100040,Product P,DK,EU,0
01-05-18,100040,Product P,DK,EU,1206
01-12-17,100040,Product P,DK,EU,723
01-09-17,100040,Product P,DK,EU,0
01-03-18,100040,Product P,DK,EU,1042
01-06-18,100041,Product S,DK,EU,25
01-05-18,100041,Product S,DK,EU,25
01-05-17,100041,Product S,DK,EU,0
01-12-15,100041,Product S,DK,EU,0
01-08-18,100041,Product S,DK,EU,0
01-07-18,100041,Product S,DK,EU,0
01-11-17,100041,Product S,DK,EU,0
01-03-17,100041,Product S,DK,EU,0
01-01-17,100041,Product S,DK,EU,0
01-09-16,100041,Product S,DK,EU,0
01-01-16,100041,Product S,DK,EU,12
01-04-18,100041,Product S,DK,EU,0
01-10-17,100041,Product S,DK,EU,0
01-10-18,100041,Product S,DK,EU,0
01-09-17,100041,Product S,DK,EU,36
01-02-17,100041,Product S,DK,EU,0
01-10-16,100041,Product S,DK,EU,0
01-05-16,100041,Product S,DK,EU,0
01-04-16,100041,Product S,DK,EU,4
01-03-16,100041,Product S,DK,EU,0
01-12-17,100041,Product S,DK,EU,21
01-02-18,100041,Product S,DK,EU,0
01-08-17,100041,Product S,DK,EU,0
01-06-17,100041,Product S,DK,EU,0
01-11-16,100041,Product S,DK,EU,0
01-11-15,100041,Product S,DK,EU,0
01-03-18,100041,Product S,DK,EU,0
01-07-17,100041,Product S,DK,EU,0
01-12-16,100041,Product S,DK,EU,0
01-08-16,100041,Product S,DK,EU,0
01-07-16,100041,Product S,DK,EU,0
01-06-16,100041,Product S,DK,EU,0
01-02-16,100041,Product S,DK,EU,4
01-09-18,100041,Product S,DK,EU,0
01-01-18,100041,Product S,DK,EU,0
01-04-17,100041,Product S,DK,EU,0
01-10-18,100042,Product T,EE,EU,0
01-02-18,100042,Product T,EE,EU,0
01-06-17,100042,Product T,EE,EU,29514
01-05-16,100042,Product T,EE,EU,0
01-06-18,100042,Product T,EE,EU,0
01-12-16,100042,Product T,EE,EU,4
01-07-18,100042,Product T,EE,EU,0
01-05-18,100042,Product T,EE,EU,0
01-11-17,100042,Product T,EE,EU,27843
01-05-17,100042,Product T,EE,EU,44
01-09-18,100042,Product T,EE,EU,0
01-04-18,100042,Product T,EE,EU,29285
01-01-17,100042,Product T,EE,EU,0
01-11-16,100042,Product T,EE,EU,0
01-08-16,100042,Product T,EE,EU,32065
01-12-15,100042,Product T,EE,EU,4
01-06-16,100042,Product T,EE,EU,22898
01-04-16,100042,Product T,EE,EU,0
01-01-18,100042,Product T,EE,EU,30659
01-10-17,100042,Product T,EE,EU,0
01-09-16,100042,Product T,EE,EU,14241
01-11-15,100042,Product T,EE,EU,43024
01-01-16,100042,Product T,EE,EU,0
01-03-18,100042,Product T,EE,EU,0
01-12-17,100042,Product T,EE,EU,0
01-07-17,100042,Product T,EE,EU,0
01-04-17,100042,Product T,EE,EU,25
01-07-16,100042,Product T,EE,EU,0
01-09-17,100042,Product T,EE,EU,0
01-08-17,100042,Product T,EE,EU,0
01-10-16,100042,Product T,EE,EU,0
01-03-16,100042,Product T,EE,EU,0
01-08-18,100042,Product T,EE,EU,29285
01-03-17,100042,Product T,EE,EU,72
01-02-17,100042,Product T,EE,EU,29519
01-08-17,100008,Product F,ES,EU,173
01-10-17,100008,Product F,ES,EU,447
01-11-17,100008,Product F,ES,EU,149
01-03-17,100008,Product F,ES,EU,149
01-08-16,100008,Product F,ES,EU,49
01-02-16,100008,Product F,ES,EU,265
01-12-15,100008,Product F,ES,EU,132
01-09-17,100008,Product F,ES,EU,109
01-09-18,100008,Product F,ES,EU,132
01-06-18,100008,Product F,ES,EU,158
01-05-18,100008,Product F,ES,EU,44
01-10-18,100008,Product F,ES,EU,190
01-11-16,100008,Product F,ES,EU,164
01-07-18,100008,Product F,ES,EU,186
01-09-16,100008,Product F,ES,EU,49
01-05-16,100008,Product F,ES,EU,265
01-07-17,100008,Product F,ES,EU,190
01-06-17,100008,Product F,ES,EU,94
01-05-17,100008,Product F,ES,EU,145
01-04-17,100008,Product F,ES,EU,53
01-12-16,100008,Product F,ES,EU,241
01-10-16,100008,Product F,ES,EU,109
01-04-18,100008,Product F,ES,EU,145
01-02-18,100008,Product F,ES,EU,314
01-12-17,100008,Product F,ES,EU,100
01-08-18,100008,Product F,ES,EU,181
01-03-18,100008,Product F,ES,EU,310
01-11-15,100008,Product F,ES,EU,196
01-07-16,100008,Product F,ES,EU,145
01-04-16,100008,Product F,ES,EU,310
01-02-17,100008,Product F,ES,EU,81
01-01-17,100008,Product F,ES,EU,233
01-01-18,100008,Product F,ES,EU,145
01-01-16,100008,Product F,ES,EU,301
01-06-16,100008,Product F,ES,EU,196
01-03-16,100008,Product F,ES,EU,346
01-05-16,100043,Product C,ES,EU,62
01-06-16,100043,Product C,ES,EU,29
01-08-17,100043,Product C,ES,EU,68
01-05-17,100043,Product C,ES,EU,17
01-01-17,100043,Product C,ES,EU,36
01-05-18,100043,Product C,ES,EU,36
01-04-18,100043,Product C,ES,EU,4
01-03-18,100043,Product C,ES,EU,104
01-07-17,100043,Product C,ES,EU,53
01-02-17,100043,Product C,ES,EU,29
01-11-17,100043,Product C,ES,EU,17
01-01-18,100043,Product C,ES,EU,53
01-04-16,100043,Product C,ES,EU,57
01-02-16,100043,Product C,ES,EU,68
01-08-16,100043,Product C,ES,EU,12
01-02-18,100043,Product C,ES,EU,40
01-09-17,100043,Product C,ES,EU,36
01-06-17,100043,Product C,ES,EU,40
01-04-17,100043,Product C,ES,EU,49
01-08-18,100043,Product C,ES,EU,12
01-11-15,100043,Product C,ES,EU,62
01-03-16,100043,Product C,ES,EU,72
01-10-16,100043,Product C,ES,EU,77
01-11-16,100043,Product C,ES,EU,12
01-06-18,100043,Product C,ES,EU,21
01-09-18,100043,Product C,ES,EU,121
01-09-16,100043,Product C,ES,EU,62
01-12-16,100043,Product C,ES,EU,12
01-12-17,100043,Product C,ES,EU,25
01-10-18,100043,Product C,ES,EU,8
01-12-15,100043,Product C,ES,EU,164
01-07-16,100043,Product C,ES,EU,36
01-03-17,100043,Product C,ES,EU,77
01-01-16,100043,Product C,ES,EU,164
01-10-17,100043,Product C,ES,EU,25
01-07-18,100043,Product C,ES,EU,113
01-02-17,100044,Product M,ES,EU,48062
01-01-17,100044,Product M,ES,EU,46866
01-12-16,100044,Product M,ES,EU,40276
01-10-16,100044,Product M,ES,EU,35926
01-07-16,100044,Product M,ES,EU,21554
01-02-18,100044,Product M,ES,EU,62291
01-07-18,100044,Product M,ES,EU,86723
01-04-18,100044,Product M,ES,EU,80151
01-03-17,100044,Product M,ES,EU,55984
01-06-17,100044,Product M,ES,EU,62734
01-01-18,100044,Product M,ES,EU,75535
01-06-18,100044,Product M,ES,EU,83774
01-06-16,100044,Product M,ES,EU,12795
01-08-16,100044,Product M,ES,EU,20135
01-05-17,100044,Product M,ES,EU,51541
01-10-18,100044,Product M,ES,EU,84977
01-11-16,100044,Product M,ES,EU,42406
01-09-17,100044,Product M,ES,EU,62761
01-04-17,100044,Product M,ES,EU,52898
01-11-17,100044,Product M,ES,EU,71394
01-09-18,100044,Product M,ES,EU,67534
01-07-17,100044,Product M,ES,EU,67442
01-10-17,100044,Product M,ES,EU,73282
01-03-18,100044,Product M,ES,EU,62479
01-05-18,100044,Product M,ES,EU,84290
01-01-16,100044,Product M,ES,EU,0
01-05-16,100044,Product M,ES,EU,8658
01-09-16,100044,Product M,ES,EU,27610
01-08-17,100044,Product M,ES,EU,57486
01-12-17,100044,Product M,ES,EU,60512
01-04-16,100044,Product M,ES,EU,0
01-08-18,100044,Product M,ES,EU,72494
01-02-16,100043,Product C,ES,EU,410
01-11-15,100043,Product C,ES,EU,378
01-07-16,100043,Product C,ES,EU,612
01-12-16,100043,Product C,ES,EU,291
01-09-17,100043,Product C,ES,EU,254
01-07-17,100043,Product C,ES,EU,329
01-06-18,100043,Product C,ES,EU,258
01-10-18,100043,Product C,ES,EU,209
01-08-16,100043,Product C,ES,EU,350
01-03-17,100043,Product C,ES,EU,415
01-11-17,100043,Product C,ES,EU,306
01-05-17,100043,Product C,ES,EU,350
01-05-18,100043,Product C,ES,EU,286
01-02-18,100043,Product C,ES,EU,273
01-09-16,100043,Product C,ES,EU,350
01-06-16,100043,Product C,ES,EU,333
01-03-18,100043,Product C,ES,EU,196
01-03-16,100043,Product C,ES,EU,398
01-12-15,100043,Product C,ES,EU,209
01-08-17,100043,Product C,ES,EU,265
01-06-17,100043,Product C,ES,EU,254
01-09-18,100043,Product C,ES,EU,164
01-08-18,100043,Product C,ES,EU,209
01-02-17,100043,Product C,ES,EU,254
01-07-18,100043,Product C,ES,EU,222
01-05-16,100043,Product C,ES,EU,470
01-04-16,100043,Product C,ES,EU,498
01-01-17,100043,Product C,ES,EU,383
01-01-16,100043,Product C,ES,EU,447
01-10-16,100043,Product C,ES,EU,214
01-11-16,100043,Product C,ES,EU,526
01-04-17,100043,Product C,ES,EU,447
01-04-18,100043,Product C,ES,EU,196
01-01-18,100043,Product C,ES,EU,246
01-12-17,100043,Product C,ES,EU,241
01-10-17,100043,Product C,ES,EU,383
01-07-16,100045,Product G,ES,EU,0
01-06-16,100045,Product G,ES,EU,0
01-03-16,100045,Product G,ES,EU,0
01-09-18,100045,Product G,ES,EU,0
01-01-18,100045,Product G,ES,EU,0
01-12-17,100045,Product G,ES,EU,0
01-05-17,100045,Product G,ES,EU,0
01-08-16,100045,Product G,ES,EU,0
01-07-17,100045,Product G,ES,EU,25
01-10-18,100045,Product G,ES,EU,0
01-11-17,100045,Product G,ES,EU,0
01-08-17,100045,Product G,ES,EU,0
01-02-17,100045,Product G,ES,EU,4
01-09-16,100045,Product G,ES,EU,0
01-05-16,100045,Product G,ES,EU,0
01-04-16,100045,Product G,ES,EU,0
01-08-18,100045,Product G,ES,EU,17
01-06-18,100045,Product G,ES,EU,0
01-05-18,100045,Product G,ES,EU,0
01-04-18,100045,Product G,ES,EU,0
01-03-17,100045,Product G,ES,EU,0
01-11-16,100045,Product G,ES,EU,17
01-07-18,100045,Product G,ES,EU,17
01-09-17,100045,Product G,ES,EU,0
01-06-17,100045,Product G,ES,EU,8
01-04-17,100045,Product G,ES,EU,0
01-02-18,100045,Product G,ES,EU,0
01-01-17,100045,Product G,ES,EU,0
01-12-16,100045,Product G,ES,EU,17
01-10-16,100045,Product G,ES,EU,0
01-03-18,100045,Product G,ES,EU,0
01-10-17,100045,Product G,ES,EU,0
01-11-15,100009,Product G,FR,EU,323
01-03-16,100009,Product G,FR,EU,430
01-10-16,100009,Product G,FR,EU,425
01-01-17,100009,Product G,FR,EU,434
01-05-17,100009,Product G,FR,EU,402
01-05-18,100009,Product G,FR,EU,398
01-04-16,100009,Product G,FR,EU,342
01-07-17,100009,Product G,FR,EU,639
01-12-17,100009,Product G,FR,EU,318
01-07-18,100009,Product G,FR,EU,387
01-05-16,100009,Product G,FR,EU,361
01-11-16,100009,Product G,FR,EU,370
01-02-17,100009,Product G,FR,EU,370
01-09-18,100009,Product G,FR,EU,258
01-01-16,100009,Product G,FR,EU,338
01-08-16,100009,Product G,FR,EU,291
01-12-16,100009,Product G,FR,EU,306
01-08-17,100009,Product G,FR,EU,297
01-10-18,100009,Product G,FR,EU,370
01-09-16,100009,Product G,FR,EU,265
01-06-16,100009,Product G,FR,EU,306
01-06-17,100009,Product G,FR,EU,479
01-11-17,100009,Product G,FR,EU,342
01-02-16,100009,Product G,FR,EU,301
01-09-17,100009,Product G,FR,EU,333
01-04-17,100009,Product G,FR,EU,571
01-02-18,100009,Product G,FR,EU,535
01-01-18,100009,Product G,FR,EU,479
01-06-18,100009,Product G,FR,EU,222
01-03-17,100009,Product G,FR,EU,410
01-04-18,100009,Product G,FR,EU,329
01-03-18,100009,Product G,FR,EU,425
01-10-17,100009,Product G,FR,EU,663
01-08-18,100009,Product G,FR,EU,265
01-12-15,100009,Product G,FR,EU,258
01-07-16,100009,Product G,FR,EU,374
01-02-17,100015,Product J,FR,EU,0
01-08-17,100015,Product J,FR,EU,10321
01-10-18,100015,Product J,FR,EU,6589
01-08-18,100015,Product J,FR,EU,6006
01-07-18,100015,Product J,FR,EU,7926
01-07-17,100015,Product J,FR,EU,12555
01-09-18,100015,Product J,FR,EU,5857
01-03-17,100015,Product J,FR,EU,0
01-06-17,100015,Product J,FR,EU,11027
01-06-18,100015,Product J,FR,EU,6931
01-09-17,100015,Product J,FR,EU,10083
01-11-17,100015,Product J,FR,EU,13229
01-05-18,100015,Product J,FR,EU,5452
01-07-16,100015,Product J,FR,EU,0
01-02-18,100015,Product J,FR,EU,9514
01-12-17,100015,Product J,FR,EU,10614
01-10-17,100015,Product J,FR,EU,12694
01-03-18,100015,Product J,FR,EU,9285
01-04-18,100015,Product J,FR,EU,11003
01-01-18,100015,Product J,FR,EU,11530
01-05-17,100015,Product J,FR,EU,7151
01-04-17,100015,Product J,FR,EU,4423
01-11-15,100016,Product H,FR,EU,21
01-02-16,100016,Product H,FR,EU,136
01-03-17,100016,Product H,FR,EU,181
01-10-16,100016,Product H,FR,EU,186
01-08-16,100016,Product H,FR,EU,113
01-12-17,100016,Product H,FR,EU,89
01-08-18,100016,Product H,FR,EU,36
01-06-18,100016,Product H,FR,EU,72
01-05-18,100016,Product H,FR,EU,62
01-03-16,100016,Product H,FR,EU,201
01-08-17,100016,Product H,FR,EU,383
01-01-17,100016,Product H,FR,EU,89
01-09-18,100016,Product H,FR,EU,8
01-01-16,100016,Product H,FR,EU,72
01-05-16,100016,Product H,FR,EU,406
01-11-17,100016,Product H,FR,EU,40
01-09-17,100016,Product H,FR,EU,40
01-12-16,100016,Product H,FR,EU,246
01-07-16,100016,Product H,FR,EU,85
01-10-17,100016,Product H,FR,EU,68
01-04-18,100016,Product H,FR,EU,25
01-12-15,100016,Product H,FR,EU,29
01-07-17,100016,Product H,FR,EU,0
01-05-17,100016,Product H,FR,EU,21
01-04-17,100016,Product H,FR,EU,181
01-02-17,100016,Product H,FR,EU,539
01-11-16,100016,Product H,FR,EU,49
01-09-16,100016,Product H,FR,EU,680
01-06-16,100016,Product H,FR,EU,419
01-03-18,100016,Product H,FR,EU,209
01-07-18,100016,Product H,FR,EU,237
01-04-16,100016,Product H,FR,EU,342
01-02-18,100016,Product H,FR,EU,85
01-06-17,100016,Product H,FR,EU,36
01-01-18,100016,Product H,FR,EU,44
01-10-18,100016,Product H,FR,EU,8
01-05-18,100017,Product F,FR,EU,109
01-10-17,100017,Product F,FR,EU,269
01-06-18,100017,Product F,FR,EU,430
01-08-16,100017,Product F,FR,EU,233
01-07-16,100017,Product F,FR,EU,314
01-10-16,100017,Product F,FR,EU,712
01-03-18,100017,Product F,FR,EU,686
01-01-16,100017,Product F,FR,EU,282
01-12-15,100017,Product F,FR,EU,333
01-09-16,100017,Product F,FR,EU,169
01-05-16,100017,Product F,FR,EU,291
01-04-17,100017,Product F,FR,EU,196
01-08-18,100017,Product F,FR,EU,246
01-08-17,100017,Product F,FR,EU,434
01-02-16,100017,Product F,FR,EU,190
01-01-18,100017,Product F,FR,EU,154
01-03-17,100017,Product F,FR,EU,306
01-10-18,100017,Product F,FR,EU,109
01-04-18,100017,Product F,FR,EU,616
01-11-15,100017,Product F,FR,EU,338
01-04-16,100017,Product F,FR,EU,254
01-01-17,100017,Product F,FR,EU,318
01-12-16,100017,Product F,FR,EU,258
01-02-18,100017,Product F,FR,EU,53
01-06-16,100017,Product F,FR,EU,387
01-09-17,100017,Product F,FR,EU,57
01-02-17,100017,Product F,FR,EU,190
01-11-16,100017,Product F,FR,EU,149
01-09-18,100017,Product F,FR,EU,205
01-03-16,100017,Product F,FR,EU,1153
01-07-17,100017,Product F,FR,EU,273
01-06-17,100017,Product F,FR,EU,121
01-05-17,100017,Product F,FR,EU,154
01-12-17,100017,Product F,FR,EU,374
01-11-17,100017,Product F,FR,EU,158
01-07-18,100017,Product F,FR,EU,196
01-06-17,100046,Product U,GB,EU,17
01-01-18,100046,Product U,GB,EU,8
01-04-16,100046,Product U,GB,EU,4
01-06-16,100046,Product U,GB,EU,40
01-05-18,100046,Product U,GB,EU,8
01-04-17,100046,Product U,GB,EU,0
01-01-17,100046,Product U,GB,EU,0
01-05-16,100046,Product U,GB,EU,44
01-12-15,100046,Product U,GB,EU,72
01-11-16,100046,Product U,GB,EU,0
01-07-16,100046,Product U,GB,EU,12
01-10-18,100046,Product U,GB,EU,0
01-02-16,100046,Product U,GB,EU,94
01-04-18,100046,Product U,GB,EU,4
01-11-17,100046,Product U,GB,EU,4
01-03-17,100046,Product U,GB,EU,0
01-10-16,100046,Product U,GB,EU,57
01-09-16,100046,Product U,GB,EU,0
01-03-16,100046,Product U,GB,EU,29
01-09-18,100046,Product U,GB,EU,0
01-08-18,100046,Product U,GB,EU,0
01-12-17,100046,Product U,GB,EU,17
01-08-17,100046,Product U,GB,EU,29
01-07-18,100046,Product U,GB,EU,89
01-07-17,100046,Product U,GB,EU,29
01-05-17,100046,Product U,GB,EU,0
01-12-16,100046,Product U,GB,EU,0
01-08-16,100046,Product U,GB,EU,4
01-01-16,100046,Product U,GB,EU,173
01-11-15,100046,Product U,GB,EU,81
01-06-18,100046,Product U,GB,EU,17
01-03-18,100046,Product U,GB,EU,8
01-02-18,100046,Product U,GB,EU,4
01-10-17,100046,Product U,GB,EU,17
01-09-17,100046,Product U,GB,EU,0
01-02-17,100046,Product U,GB,EU,25
01-02-17,100047,Product V,GB,EU,53
01-11-15,100047,Product V,GB,EU,12
01-09-17,100047,Product V,GB,EU,29
01-07-18,100047,Product V,GB,EU,12
01-12-15,100047,Product V,GB,EU,57
01-05-16,100047,Product V,GB,EU,81
01-04-16,100047,Product V,GB,EU,0
01-06-17,100047,Product V,GB,EU,44
01-03-17,100047,Product V,GB,EU,49
01-04-18,100047,Product V,GB,EU,25
01-02-18,100047,Product V,GB,EU,21
01-10-17,100047,Product V,GB,EU,29
01-10-18,100047,Product V,GB,EU,8
01-01-17,100047,Product V,GB,EU,4
01-11-16,100047,Product V,GB,EU,17
01-03-18,100047,Product V,GB,EU,8
01-11-17,100047,Product V,GB,EU,25
01-07-16,100047,Product V,GB,EU,29
01-08-16,100047,Product V,GB,EU,12
01-08-17,100047,Product V,GB,EU,21
01-12-16,100047,Product V,GB,EU,12
01-10-16,100047,Product V,GB,EU,72
01-04-17,100047,Product V,GB,EU,8
01-01-16,100047,Product V,GB,EU,17
01-02-16,100047,Product V,GB,EU,62
01-09-16,100047,Product V,GB,EU,8
01-07-17,100047,Product V,GB,EU,49
01-05-17,100047,Product V,GB,EU,44
01-01-18,100047,Product V,GB,EU,17
01-06-16,100047,Product V,GB,EU,8
01-03-16,100047,Product V,GB,EU,17
01-09-18,100047,Product V,GB,EU,12
01-06-18,100047,Product V,GB,EU,25
01-05-18,100047,Product V,GB,EU,17
01-12-17,100047,Product V,GB,EU,4
01-08-18,100047,Product V,GB,EU,17
01-12-16,100048,Product I,GB,EU,12651
01-10-16,100048,Product I,GB,EU,11823
01-05-16,100048,Product I,GB,EU,10798
01-05-17,100048,Product I,GB,EU,12165
01-02-17,100048,Product I,GB,EU,11374
01-04-18,100048,Product I,GB,EU,11598
01-08-16,100048,Product I,GB,EU,11053
01-11-16,100048,Product I,GB,EU,12634
01-11-17,100048,Product I,GB,EU,11232
01-03-18,100048,Product I,GB,EU,10710
01-02-16,100048,Product I,GB,EU,10408
01-09-17,100048,Product I,GB,EU,11585
01-01-18,100048,Product I,GB,EU,10321
01-06-18,100048,Product I,GB,EU,10958
01-12-15,100048,Product I,GB,EU,15097
01-07-16,100048,Product I,GB,EU,10047
01-08-17,100048,Product I,GB,EU,12317
01-07-17,100048,Product I,GB,EU,12048
01-05-18,100048,Product I,GB,EU,12028
01-10-18,100048,Product I,GB,EU,12349
01-06-16,100048,Product I,GB,EU,9978
01-03-16,100048,Product I,GB,EU,12593
01-11-15,100048,Product I,GB,EU,11361
01-06-17,100048,Product I,GB,EU,11352
01-04-17,100048,Product I,GB,EU,10738
01-07-18,100048,Product I,GB,EU,12955
01-01-16,100048,Product I,GB,EU,8136
01-09-16,100048,Product I,GB,EU,11603
01-01-17,100048,Product I,GB,EU,10770
01-09-18,100048,Product I,GB,EU,12711
01-02-18,100048,Product I,GB,EU,10967
01-12-17,100048,Product I,GB,EU,13972
01-10-17,100048,Product I,GB,EU,10316
01-08-18,100048,Product I,GB,EU,14181
01-04-16,100048,Product I,GB,EU,9754
01-03-17,100048,Product I,GB,EU,11136
01-02-16,100049,Product W,GB,EU,36
01-10-16,100049,Product W,GB,EU,132
01-09-16,100049,Product W,GB,EU,49
01-12-17,100049,Product W,GB,EU,29
01-09-17,100049,Product W,GB,EU,0
01-06-18,100049,Product W,GB,EU,0
01-11-17,100049,Product W,GB,EU,21
01-06-17,100049,Product W,GB,EU,85
01-02-17,100049,Product W,GB,EU,100
01-01-16,100049,Product W,GB,EU,77
01-04-16,100049,Product W,GB,EU,25
01-11-16,100049,Product W,GB,EU,36
01-09-18,100049,Product W,GB,EU,0
01-03-18,100049,Product W,GB,EU,21
01-08-18,100049,Product W,GB,EU,12
01-07-18,100049,Product W,GB,EU,81
01-12-15,100049,Product W,GB,EU,17
01-05-17,100049,Product W,GB,EU,36
01-03-17,100049,Product W,GB,EU,0
01-05-18,100049,Product W,GB,EU,21
01-10-17,100049,Product W,GB,EU,25
01-03-16,100049,Product W,GB,EU,0
01-06-16,100049,Product W,GB,EU,8
01-04-17,100049,Product W,GB,EU,12
01-10-18,100049,Product W,GB,EU,29
01-04-18,100049,Product W,GB,EU,100
01-01-17,100049,Product W,GB,EU,25
01-08-16,100049,Product W,GB,EU,4
01-11-15,100049,Product W,GB,EU,25
01-07-16,100049,Product W,GB,EU,21
01-08-17,100049,Product W,GB,EU,17
01-07-17,100049,Product W,GB,EU,12
01-12-16,100049,Product W,GB,EU,12
01-02-18,100049,Product W,GB,EU,29
01-05-16,100049,Product W,GB,EU,29
01-01-18,100049,Product W,GB,EU,25
01-05-18,100049,Product O,GB,EU,40587
01-01-18,100049,Product O,GB,EU,38179
01-06-18,100049,Product O,GB,EU,35138
01-07-16,100049,Product O,GB,EU,35299
01-06-16,100049,Product O,GB,EU,42780
01-05-17,100049,Product O,GB,EU,41349
01-10-18,100049,Product O,GB,EU,35239
01-03-16,100049,Product O,GB,EU,36039
01-11-16,100049,Product O,GB,EU,38975
01-02-17,100049,Product O,GB,EU,34272
01-08-17,100049,Product O,GB,EU,37995
